fpr,tpr
0.0,0.0
0.0,0.12903225806451613
0.0,0.1774193548387097
0.0,0.20967741935483872
0.0,0.24193548387096775
0.0,0.2903225806451613
0.0,0.9838709677419355
0.02631578947368421,0.9838709677419355
0.02631578947368421,1.0
1.0,1.0
